InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsCancellation,IsReturn,InvalidQuantity,InvalidPrice,MissingCustomer,MissingDescription,IsDuplicate
C549666,22960,JAM MAKING SET WITH JARS,-1,2011-04-11 12:17:00,4.25,13113,United Kingdom,True,True,True,False,False,False,False
C549666,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-1,2011-04-11 12:17:00,1.49,13113,United Kingdom,True,True,True,False,False,False,False
C549666,22284,HEN HOUSE DECORATION,-1,2011-04-11 12:17:00,1.65,13113,United Kingdom,True,True,True,False,False,False,False
C549666,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-1,2011-04-11 12:17:00,1.49,13113,United Kingdom,True,True,True,False,False,False,False
C549666,84839,SWEETHEART KEY CABINET,-1,2011-04-11 12:17:00,5.55,13113,United Kingdom,True,True,True,False,False,False,False
C549666,85064,CREAM SWEETHEART LETTER RACK,-1,2011-04-11 12:17:00,4.65,13113,United Kingdom,True,True,True,False,False,False,False
C549666,22055,MINI CAKE STAND  HANGING STRAWBERY,-7,2011-04-11 12:17:00,1.65,13113,United Kingdom,True,True,True,False,False,False,False
C549666,37446,MINI CAKE STAND WITH HANGING CAKES,-4,2011-04-11 12:17:00,1.45,13113,United Kingdom,True,True,True,False,False,False,False
C549666,22501,PICNIC BASKET WICKER LARGE,-4,2011-04-11 12:17:00,8.5,13113,United Kingdom,True,True,True,False,False,False,False
C549685,85132A,CHARLIE + LOLA BISCUITS TINS,-1,2011-04-11 13:26:00,1.95,13266,United Kingdom,True,True,True,False,False,False,False
C549686,22978,PANTRY ROLLING PIN,-6,2011-04-11 13:26:00,3.75,15646,United Kingdom,True,True,True,False,False,False,False
C549688,20726,LUNCH BAG WOODLAND,-1,2011-04-11 13:36:00,1.65,15449,United Kingdom,True,True,True,False,False,False,False
C549692,85053,FRENCH ENAMEL CANDLEHOLDER,-1,2011-04-11 13:43:00,1.69,13668,United Kingdom,True,True,True,False,False,False,False
C549692,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,-2,2011-04-11 13:43:00,1.65,13668,United Kingdom,True,True,True,False,False,False,False
C549692,82583,HOT BATHS METAL SIGN,-1,2011-04-11 13:43:00,2.1,13668,United Kingdom,True,True,True,False,False,False,False
C549692,22352,LUNCH BOX WITH CUTLERY RETROSPOT,-1,2011-04-11 13:43:00,2.55,13668,United Kingdom,True,True,True,False,False,False,False
C549692,21669,BLUE STRIPE CERAMIC DRAWER KNOB,-1,2011-04-11 13:43:00,1.06,13668,United Kingdom,True,True,True,False,False,False,False
C549692,21668,RED STRIPE CERAMIC DRAWER KNOB,-1,2011-04-11 13:43:00,1.06,13668,United Kingdom,True,True,True,False,False,False,False
C549692,21671,RED SPOT CERAMIC DRAWER KNOB,-1,2011-04-11 13:43:00,1.06,13668,United Kingdom,True,True,True,False,False,False,False
549695,84751B,,-24,2011-04-11 13:50:00,0.0,,United Kingdom,False,True,True,True,True,True,False
C549723,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2011-04-11 16:05:00,0.85,13995,United Kingdom,True,True,True,False,False,False,False
C549731,21399,BLUE POLKADOT COFFEE MUG,-1,2011-04-11 16:36:00,0.39,13266,United Kingdom,True,True,True,False,False,False,False
C549731,21746,SMALL RED RETROSPOT WINDMILL,-2,2011-04-11 16:36:00,1.25,13266,United Kingdom,True,True,True,False,False,False,False
C549731,21399,BLUE POLKADOT COFFEE MUG,-48,2011-04-11 16:36:00,0.39,13266,United Kingdom,True,True,True,False,False,False,False
C549753,22162,HEART GARLAND RUSTIC PADDED,-8,2011-04-12 11:17:00,2.95,13268,United Kingdom,True,True,True,False,False,False,False
C549753,22891,TEA FOR ONE POLKADOT,-1,2011-04-12 11:17:00,4.25,13268,United Kingdom,True,True,True,False,False,False,False
C549783,84751B,BLACK MEDIUM GLASS CAKE STAND,-1,2011-04-12 11:50:00,0.79,16558,United Kingdom,True,True,True,False,False,False,False
C549783,84750B,BLACK SMALL GLASS CAKE STAND,-1,2011-04-12 11:50:00,0.39,16558,United Kingdom,True,True,True,False,False,False,False
C549783,22893,MINI CAKE STAND T-LIGHT HOLDER,-3,2011-04-12 11:50:00,0.42,16558,United Kingdom,True,True,True,False,False,False,False
C549783,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-04-12 11:50:00,4.95,16558,United Kingdom,True,True,True,False,False,False,False
C549783,22060,LARGE CAKE STAND HANGING HEARTS,-5,2011-04-12 11:50:00,3.95,16558,United Kingdom,True,True,True,False,False,False,False
C549783,22960,JAM MAKING SET WITH JARS,-1,2011-04-12 11:50:00,4.25,16558,United Kingdom,True,True,True,False,False,False,False
C549786,22345,PARTY PIZZA DISH BLUE POLKADOT,-18,2011-04-12 11:58:00,0.85,14071,United Kingdom,True,True,True,False,False,False,False
C549786,22343,PARTY PIZZA DISH RED RETROSPOT,-18,2011-04-12 11:58:00,0.85,14071,United Kingdom,True,True,True,False,False,False,False
C549786,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,-6,2011-04-12 11:58:00,1.25,14071,United Kingdom,True,True,True,False,False,False,False
C549786,22231,JIGSAW TREE WITH BIRDHOUSE,-12,2011-04-12 11:58:00,1.45,14071,United Kingdom,True,True,True,False,False,False,False
C549786,22084,PAPER CHAIN KIT EMPIRE,-5,2011-04-12 11:58:00,2.95,14071,United Kingdom,True,True,True,False,False,False,False
C549786,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,-24,2011-04-12 11:58:00,1.69,14071,United Kingdom,True,True,True,False,False,False,False
C549786,21034,REX CASH+CARRY JUMBO SHOPPER,-1,2011-04-12 11:58:00,0.95,14071,United Kingdom,True,True,True,False,False,False,False
C549786,22233,JIGSAW RABBIT AND BIRDHOUSE,-6,2011-04-12 11:58:00,1.65,14071,United Kingdom,True,True,True,False,False,False,False
C549786,21626,VINTAGE UNION JACK PENNANT,-5,2011-04-12 11:58:00,1.95,14071,United Kingdom,True,True,True,False,False,False,False
C549788,22960,JAM MAKING SET WITH JARS,-2,2011-04-12 11:59:00,4.25,13098,United Kingdom,True,True,True,False,False,False,False
C549822,84884A,ANT WHITE WIRE HEART SPIRAL,-1,2011-04-12 12:35:00,3.95,12854,United Kingdom,True,True,True,False,False,False,False
C549822,22423,REGENCY CAKESTAND 3 TIER,-1,2011-04-12 12:35:00,12.75,12854,United Kingdom,True,True,True,False,False,False,False
C549822,22244,3 HOOK HANGER MAGIC GARDEN,-1,2011-04-12 12:35:00,1.95,12854,United Kingdom,True,True,True,False,False,False,False
C549823,22139,RETROSPOT TEA SET CERAMIC 11 PC,-1,2011-04-12 12:40:00,4.95,16875,United Kingdom,True,True,True,False,False,False,False
C549824,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-04-12 12:43:00,2.95,15189,United Kingdom,True,True,True,False,False,False,False
C549824,22672,FRENCH BATHROOM SIGN BLUE METAL,-2,2011-04-12 12:43:00,1.65,15189,United Kingdom,True,True,True,False,False,False,False
C549824,21713,CITRONELLA CANDLE FLOWERPOT,-3,2011-04-12 12:43:00,2.1,15189,United Kingdom,True,True,True,False,False,False,False
C549827,POST,POSTAGE,-2,2011-04-12 12:55:00,3.0,12463,Belgium,True,True,True,False,False,False,False
C549840,22697,GREEN REGENCY TEACUP AND SAUCER,-2,2011-04-12 13:51:00,2.95,15189,United Kingdom,True,True,True,False,False,False,False
549846,21100,Damaged,-6,2011-04-12 14:30:00,0.0,,United Kingdom,False,True,True,True,True,False,False
549848,84531A,,-34,2011-04-12 14:51:00,0.0,,United Kingdom,False,True,True,True,True,True,False
549849,84531B,,-23,2011-04-12 14:51:00,0.0,,United Kingdom,False,True,True,True,True,True,False
C549895,22486,PLASMATRONIC LAMP,-4,2011-04-12 15:40:00,12.75,16553,United Kingdom,True,True,True,False,False,False,False
C549897,85135B,BLUE DRAGONFLY HELICOPTER,-1,2011-04-12 15:48:00,7.95,15363,United Kingdom,True,True,True,False,False,False,False
C549898,22678,FRENCH BLUE METAL DOOR SIGN 3,-1,2011-04-12 16:00:00,1.25,13078,United Kingdom,True,True,True,False,False,False,False
C549898,21463,MIRRORED DISCO BALL,-2,2011-04-12 16:00:00,5.95,13078,United Kingdom,True,True,True,False,False,False,False
C549898,21735,TWO DOOR CURIO CABINET,-2,2011-04-12 16:00:00,12.75,13078,United Kingdom,True,True,True,False,False,False,False
C549899,84949,SILVER HANGING T-LIGHT HOLDER,-7,2011-04-12 16:07:00,1.65,14961,United Kingdom,True,True,True,False,False,False,False
C549900,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2011-04-12 16:10:00,12.75,17180,United Kingdom,True,True,True,False,False,False,False
C549900,37446,MINI CAKE STAND WITH HANGING CAKES,-1,2011-04-12 16:10:00,1.45,17180,United Kingdom,True,True,True,False,False,False,False
C549905,22423,REGENCY CAKESTAND 3 TIER,-1,2011-04-12 16:21:00,12.75,17576,United Kingdom,True,True,True,False,False,False,False
C549905,21781,MA CAMPAGNE CUTLERY BOX,-2,2011-04-12 16:21:00,14.95,17576,United Kingdom,True,True,True,False,False,False,False
C549908,22423,REGENCY CAKESTAND 3 TIER,-3,2011-04-12 16:39:00,10.95,13324,United Kingdom,True,True,True,False,False,False,False
C549912,22138,BAKING SET 9 PIECE RETROSPOT,-1,2011-04-13 09:02:00,4.95,15737,United Kingdom,True,True,True,False,False,False,False
C549912,20725,LUNCH BAG RED RETROSPOT,-1,2011-04-13 09:02:00,1.65,15737,United Kingdom,True,True,True,False,False,False,False
C549913,22961,JAM MAKING SET PRINTED,-12,2011-04-13 09:02:00,1.45,14267,United Kingdom,True,True,True,False,False,False,False
C549919,22675,FRENCH KITCHEN SIGN BLUE METAL,-3,2011-04-13 09:50:00,1.25,15201,United Kingdom,True,True,True,False,False,False,False
C549919,22674,FRENCH TOILET SIGN BLUE METAL,-1,2011-04-13 09:50:00,1.25,15201,United Kingdom,True,True,True,False,False,False,False
C549919,22672,FRENCH BATHROOM SIGN BLUE METAL,-2,2011-04-13 09:50:00,1.65,15201,United Kingdom,True,True,True,False,False,False,False
C549919,82580,BATHROOM METAL SIGN,-1,2011-04-13 09:50:00,0.55,15201,United Kingdom,True,True,True,False,False,False,False
C549921,22423,REGENCY CAKESTAND 3 TIER,-1,2011-04-13 09:53:00,12.75,15109,United Kingdom,True,True,True,False,False,False,False
C549921,22798,ANTIQUE GLASS DRESSING TABLE POT,-2,2011-04-13 09:53:00,2.95,15109,United Kingdom,True,True,True,False,False,False,False
C549921,22637,PIGGY BANK RETROSPOT,-1,2011-04-13 09:53:00,2.55,15109,United Kingdom,True,True,True,False,False,False,False
C549922,22423,REGENCY CAKESTAND 3 TIER,-1,2011-04-13 09:55:00,12.75,15674,United Kingdom,True,True,True,False,False,False,False
C549930,M,Manual,-1,2011-04-13 10:36:00,15.05,16454,United Kingdom,True,True,True,False,False,False,False
C549931,M,Manual,-1,2011-04-13 10:40:00,97.35,,United Kingdom,True,True,True,False,True,False,False
549935,35915C,damaged,-43,2011-04-13 11:16:00,0.0,,United Kingdom,False,True,True,True,True,False,False
C549945,POST,POSTAGE,-1,2011-04-13 12:39:00,5.95,18270,United Kingdom,True,True,True,False,False,False,False
C549945,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,-3,2011-04-13 12:39:00,12.75,18270,United Kingdom,True,True,True,False,False,False,False
549948,37488A,damaged,-1,2011-04-13 12:55:00,0.0,,United Kingdom,False,True,True,True,True,False,False
549950,37487B,Damaged,-6,2011-04-13 12:57:00,0.0,,United Kingdom,False,True,True,True,True,False,False
549952,37482P,Damaged,-93,2011-04-13 13:05:00,0.0,,United Kingdom,False,True,True,True,True,False,False
C549955,22839,3 TIER CAKE TIN GREEN AND CREAM,-2,2011-04-13 13:38:00,14.95,12359,Cyprus,True,True,True,False,False,False,False
C549955,22666,RECIPE BOX PANTRY YELLOW DESIGN,-2,2011-04-13 13:38:00,2.95,12359,Cyprus,True,True,True,False,False,False,False
C549960,22423,REGENCY CAKESTAND 3 TIER,-2,2011-04-13 13:49:00,12.75,16652,United Kingdom,True,True,True,False,False,False,False
C549962,22423,REGENCY CAKESTAND 3 TIER,-2,2011-04-13 13:51:00,10.95,16652,United Kingdom,True,True,True,False,False,False,False
C549968,22151,PLACE SETTING WHITE HEART,-432,2011-04-13 14:24:00,0.36,14064,United Kingdom,True,True,True,False,False,False,False
C549973,85152,HAND OVER THE CHOCOLATE   SIGN,-24,2011-04-13 14:30:00,2.1,17873,United Kingdom,True,True,True,False,False,False,False
C549973,82600,NO SINGING METAL SIGN,-24,2011-04-13 14:30:00,1.85,17873,United Kingdom,True,True,True,False,False,False,False
C549986,22750,FELTCRAFT PRINCESS LOLA DOLL,-2,2011-04-13 16:03:00,3.75,18178,United Kingdom,True,True,True,False,False,False,False
C549987,20829,GLITTER HANGING BUTTERFLY STRING,-1,2011-04-13 16:06:00,2.1,14367,United Kingdom,True,True,True,False,False,False,False
C549987,22625,RED KITCHEN SCALES,-1,2011-04-13 16:06:00,8.5,14367,United Kingdom,True,True,True,False,False,False,False
C549987,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2011-04-13 16:06:00,9.95,14367,United Kingdom,True,True,True,False,False,False,False
C549987,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2011-04-13 16:06:00,1.25,14367,United Kingdom,True,True,True,False,False,False,False
C550009,M,Manual,-1,2011-04-14 10:24:00,57.6,16422,United Kingdom,True,True,True,False,False,False,False
C550010,84950,ASSORTED COLOUR T-LIGHT HOLDER,-4,2011-04-14 10:29:00,0.55,15299,United Kingdom,True,True,True,False,False,False,False
C550010,84856S,SMALL TAHITI BEACH BAG,-1,2011-04-14 10:29:00,3.81,15299,United Kingdom,True,True,True,False,False,False,False
C550013,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-1,2011-04-14 10:49:00,1.95,12982,United Kingdom,True,True,True,False,False,False,False
C550013,22892,SET OF SALT AND PEPPER TOADSTOOLS,-1,2011-04-14 10:49:00,1.25,12982,United Kingdom,True,True,True,False,False,False,False
C550013,22757,LARGE RED BABUSHKA NOTEBOOK,-1,2011-04-14 10:49:00,1.25,12982,United Kingdom,True,True,True,False,False,False,False
C550013,22644,CERAMIC CHERRY CAKE MONEY BANK,-5,2011-04-14 10:49:00,1.45,12982,United Kingdom,True,True,True,False,False,False,False
C550013,21877,HOME SWEET HOME MUG,-1,2011-04-14 10:49:00,1.25,12982,United Kingdom,True,True,True,False,False,False,False
C550013,21318,GLASS CHALICE BLUE SMALL,-1,2011-04-14 10:49:00,0.39,12982,United Kingdom,True,True,True,False,False,False,False
C550014,23177,TREASURE ISLAND BOOK BOX,-8,2011-04-14 10:52:00,2.25,16133,United Kingdom,True,True,True,False,False,False,False
C550024,22423,REGENCY CAKESTAND 3 TIER,-11,2011-04-14 11:19:00,12.75,13089,United Kingdom,True,True,True,False,False,False,False
C550024,84949,SILVER HANGING T-LIGHT HOLDER,-14,2011-04-14 11:19:00,1.45,13089,United Kingdom,True,True,True,False,False,False,False
C550024,22456,NATURAL SLATE CHALKBOARD LARGE,-3,2011-04-14 11:19:00,4.95,13089,United Kingdom,True,True,True,False,False,False,False
C550026,23076,ICE CREAM SUNDAE LIP GLOSS,-4,2011-04-14 11:22:00,1.25,14339,United Kingdom,True,True,True,False,False,False,False
C550027,75049L,LARGE CIRCULAR MIRROR MOBILE,-58,2011-04-14 11:26:00,0.85,14195,United Kingdom,True,True,True,False,False,False,False
C550028,22332,SKULLS PARTY BAG + STICKER SET,-1,2011-04-14 11:26:00,1.65,14606,United Kingdom,True,True,True,False,False,False,False
C550029,90185C,BLACK DIAMANTE EXPANDABLE RING,-6,2011-04-14 11:27:00,4.25,13539,United Kingdom,True,True,True,False,False,False,False
C550099,22627,MINT KITCHEN SCALES,-1,2011-04-14 12:28:00,8.5,16933,United Kingdom,True,True,True,False,False,False,False
C550099,20682,RED RETROSPOT CHILDRENS UMBRELLA,-1,2011-04-14 12:28:00,3.25,16933,United Kingdom,True,True,True,False,False,False,False
C550127,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2011-04-14 13:12:00,9.95,15212,United Kingdom,True,True,True,False,False,False,False
C550127,37446,MINI CAKE STAND WITH HANGING CAKES,-2,2011-04-14 13:12:00,1.45,15212,United Kingdom,True,True,True,False,False,False,False
550133,85099F,,-1092,2011-04-14 13:49:00,0.0,,United Kingdom,False,True,True,True,True,True,False
C550147,POST,POSTAGE,-3,2011-04-14 14:23:00,18.0,12637,France,True,True,True,False,False,False,False
550153,85167B,DAMAGED,-1,2011-04-14 14:44:00,0.0,,United Kingdom,False,True,True,True,True,False,False
C550165,22962,JAM JAR WITH PINK LID,-1,2011-04-14 16:34:00,0.85,15358,United Kingdom,True,True,True,False,False,False,False
C550165,22962,JAM JAR WITH PINK LID,-1,2011-04-14 16:34:00,0.85,15358,United Kingdom,True,True,True,False,False,False,True
C550168,23155,KNICKERBOCKERGLORY MAGNET ASSORTED,-1,2011-04-14 16:41:00,0.83,14339,United Kingdom,True,True,True,False,False,False,False
C550170,22960,JAM MAKING SET WITH JARS,-3,2011-04-14 16:43:00,4.25,17017,United Kingdom,True,True,True,False,False,False,False
C550171,20971,PINK BLUE FELT CRAFT TRINKET BOX,-1,2011-04-14 16:53:00,1.25,12585,Germany,True,True,True,False,False,False,False
C550172,21736,GOLD SCROLL GLASS T-LIGHT HOLDER,-3,2011-04-14 16:54:00,0.39,17440,United Kingdom,True,True,True,False,False,False,False
C550174,22228,BUNNY WOODEN PAINTED WITH BIRD,-2,2011-04-14 17:07:00,0.85,16394,United Kingdom,True,True,True,False,False,False,False
C550174,22229,BUNNY WOODEN PAINTED WITH FLOWER,-2,2011-04-14 17:07:00,0.85,16394,United Kingdom,True,True,True,False,False,False,False
C550174,22997,TRAVEL CARD WALLET UNION JACK,-2,2011-04-14 17:07:00,0.42,16394,United Kingdom,True,True,True,False,False,False,False
C550174,23004,TRAVEL CARD WALLET PANTRY,-6,2011-04-14 17:07:00,0.42,16394,United Kingdom,True,True,True,False,False,False,False
C550174,23002,TRAVEL CARD WALLET SKULLS,-8,2011-04-14 17:07:00,0.42,16394,United Kingdom,True,True,True,False,False,False,False
C550174,20983,12 PENCILS TALL TUBE RED RETROSPOT,-2,2011-04-14 17:07:00,0.85,16394,United Kingdom,True,True,True,False,False,False,False
C550176,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-04-14 17:13:00,9.95,14619,United Kingdom,True,True,True,False,False,False,False
C550176,23155,KNICKERBOCKERGLORY MAGNET ASSORTED,-6,2011-04-14 17:13:00,0.83,14619,United Kingdom,True,True,True,False,False,False,False
C550177,20726,LUNCH BAG WOODLAND,-2,2011-04-14 17:17:00,1.65,13534,United Kingdom,True,True,True,False,False,False,False
C550181,84596F,SMALL MARSHMALLOWS PINK BOWL,-16,2011-04-14 17:43:00,0.42,13069,United Kingdom,True,True,True,False,False,False,False
C550181,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,-16,2011-04-14 17:43:00,0.42,13069,United Kingdom,True,True,True,False,False,False,False
C550181,23206,LUNCH BAG APPLE DESIGN,-5,2011-04-14 17:43:00,1.65,13069,United Kingdom,True,True,True,False,False,False,False
C550181,23204,CHARLOTTE BAG APPLES DESIGN,-5,2011-04-14 17:43:00,0.85,13069,United Kingdom,True,True,True,False,False,False,False
C550181,22844,VINTAGE CREAM DOG FOOD CONTAINER,-5,2011-04-14 17:43:00,8.5,13069,United Kingdom,True,True,True,False,False,False,False
C550181,22748,POPPY'S PLAYHOUSE KITCHEN,-1,2011-04-14 17:43:00,2.1,13069,United Kingdom,True,True,True,False,False,False,False
C550181,22381,TOY TIDY PINK POLKADOT,-10,2011-04-14 17:43:00,2.1,13069,United Kingdom,True,True,True,False,False,False,False
C550181,22090,PAPER BUNTING RETROSPOT,-10,2011-04-14 17:43:00,2.95,13069,United Kingdom,True,True,True,False,False,False,False
C550181,22088,PAPER BUNTING COLOURED LACE,-15,2011-04-14 17:43:00,2.95,13069,United Kingdom,True,True,True,False,False,False,False
C550181,22087,PAPER BUNTING WHITE LACE,-10,2011-04-14 17:43:00,2.95,13069,United Kingdom,True,True,True,False,False,False,False
C550181,21937,STRAWBERRY   PICNIC BAG,-5,2011-04-14 17:43:00,2.95,13069,United Kingdom,True,True,True,False,False,False,False
C550181,21394,RED POLKADOT BEAKER,-12,2011-04-14 17:43:00,0.39,13069,United Kingdom,True,True,True,False,False,False,False
C550181,21244,BLUE POLKADOT PLATE,-5,2011-04-14 17:43:00,1.69,13069,United Kingdom,True,True,True,False,False,False,False
C550181,21243,PINK  POLKADOT PLATE,-8,2011-04-14 17:43:00,1.69,13069,United Kingdom,True,True,True,False,False,False,False
C550181,21242,RED RETROSPOT PLATE,-10,2011-04-14 17:43:00,1.69,13069,United Kingdom,True,True,True,False,False,False,False
C550181,21240,BLUE POLKADOT CUP,-20,2011-04-14 17:43:00,0.85,13069,United Kingdom,True,True,True,False,False,False,False
C550181,21239,PINK  POLKADOT CUP,-20,2011-04-14 17:43:00,0.85,13069,United Kingdom,True,True,True,False,False,False,False
C550181,21238,RED RETROSPOT CUP,-20,2011-04-14 17:43:00,0.85,13069,United Kingdom,True,True,True,False,False,False,False
C550181,20677,PINK POLKADOT BOWL,-5,2011-04-14 17:43:00,1.25,13069,United Kingdom,True,True,True,False,False,False,False
C550181,20676,RED RETROSPOT BOWL,-12,2011-04-14 17:43:00,1.25,13069,United Kingdom,True,True,True,False,False,False,False
C550181,20675,BLUE POLKADOT BOWL,-4,2011-04-14 17:43:00,1.25,13069,United Kingdom,True,True,True,False,False,False,False
C550195,22891,TEA FOR ONE POLKADOT,-1,2011-04-15 09:55:00,4.25,14796,United Kingdom,True,True,True,False,False,False,False
C550195,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-1,2011-04-15 09:55:00,1.49,14796,United Kingdom,True,True,True,False,False,False,False
C550195,21231,SWEETHEART CERAMIC TRINKET BOX,-1,2011-04-15 09:55:00,1.25,14796,United Kingdom,True,True,True,False,False,False,False
C550300,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,-1,2011-04-17 10:10:00,4.25,17243,United Kingdom,True,True,True,False,False,False,False
C550306,22846,BREAD BIN DINER STYLE RED,-1,2011-04-17 10:38:00,16.95,16905,United Kingdom,True,True,True,False,False,False,False
C550349,21735,TWO DOOR CURIO CABINET,-1,2011-04-18 09:39:00,10.95,15973,United Kingdom,True,True,True,False,False,False,False
C550353,22090,PAPER BUNTING RETROSPOT,-1,2011-04-18 10:29:00,2.95,17841,United Kingdom,True,True,True,False,False,False,False
C550353,51020B,STRIPY DESIGN SHOWER CAP,-1,2011-04-18 10:29:00,0.29,17841,United Kingdom,True,True,True,False,False,False,False
C550353,51020A,SUMMER FUN DESIGN SHOWER CAP,-2,2011-04-18 10:29:00,0.29,17841,United Kingdom,True,True,True,False,False,False,False
C550353,22719,GUMBALL MONOCHROME COAT RACK,-1,2011-04-18 10:29:00,1.25,17841,United Kingdom,True,True,True,False,False,False,False
C550353,22654,DELUXE SEWING KIT,-1,2011-04-18 10:29:00,5.95,17841,United Kingdom,True,True,True,False,False,False,False
C550353,21461,BLUE EASTER EGG HUNT START POST,-1,2011-04-18 10:29:00,1.95,17841,United Kingdom,True,True,True,False,False,False,False
C550355,M,Manual,-1,2011-04-18 10:29:00,222.75,13811,Germany,True,True,True,False,False,False,False
C550356,22907,PACK OF 20 NAPKINS PANTRY DESIGN,-8,2011-04-18 10:34:00,0.85,13458,United Kingdom,True,True,True,False,False,False,False
C550356,20794,BLUE  TILE HOOK,-1,2011-04-18 10:34:00,2.55,13458,United Kingdom,True,True,True,False,False,False,False
C550358,22501,PICNIC BASKET WICKER LARGE,-4,2011-04-18 10:37:00,8.5,13113,United Kingdom,True,True,True,False,False,False,False
C550363,22443,GROW YOUR OWN HERBS SET OF 3,-1,2011-04-18 11:20:00,7.95,16033,United Kingdom,True,True,True,False,False,False,False
C550365,22398,MAGNETS PACK OF 4 SWALLOWS,-60,2011-04-18 11:31:00,1.25,12731,France,True,True,True,False,False,False,False
C550365,POST,POSTAGE,-1,2011-04-18 11:31:00,11.0,12731,France,True,True,True,False,False,False,False
C550423,23054,RECYCLED ACAPULCO MAT LAVENDER,-1,2011-04-18 12:06:00,8.25,14403,United Kingdom,True,True,True,False,False,False,False
C550423,23053,RECYCLED ACAPULCO MAT PINK,-1,2011-04-18 12:06:00,8.25,14403,United Kingdom,True,True,True,False,False,False,False
C550423,23052,RECYCLED ACAPULCO MAT TURQUOISE,-1,2011-04-18 12:06:00,8.25,14403,United Kingdom,True,True,True,False,False,False,False
C550423,23051,RECYCLED ACAPULCO MAT BLUE,-1,2011-04-18 12:06:00,8.25,14403,United Kingdom,True,True,True,False,False,False,False
C550423,23050,RECYCLED ACAPULCO MAT GREEN,-1,2011-04-18 12:06:00,8.25,14403,United Kingdom,True,True,True,False,False,False,False
C550423,23049,RECYCLED ACAPULCO MAT RED,-1,2011-04-18 12:06:00,8.25,14403,United Kingdom,True,True,True,False,False,False,False
C550442,22197,SMALL POPCORN HOLDER,-1,2011-04-18 12:28:00,0.85,16550,United Kingdom,True,True,True,False,False,False,False
C550442,21622,VINTAGE UNION JACK CUSHION COVER,-1,2011-04-18 12:28:00,4.95,16550,United Kingdom,True,True,True,False,False,False,False
C550442,44234,ASSORTED CIRCULAR MOBILE,-2,2011-04-18 12:28:00,0.21,16550,United Kingdom,True,True,True,False,False,False,False
C550451,22825,DECORATIVE PLANT POT WITH FRIEZE,-2,2011-04-18 12:55:00,6.75,17204,United Kingdom,True,True,True,False,False,False,False
C550451,22796,PHOTO FRAME 3 CLASSIC HANGING,-4,2011-04-18 12:55:00,8.5,17204,United Kingdom,True,True,True,False,False,False,False
C550454,84946,ANTIQUE SILVER T-LIGHT GLASS,-6,2011-04-18 13:00:00,1.25,15615,United Kingdom,True,True,True,False,False,False,False
C550455,22423,REGENCY CAKESTAND 3 TIER,-1,2011-04-18 13:02:00,10.95,13098,United Kingdom,True,True,True,False,False,False,False
C550455,22383,LUNCH BAG SUKI DESIGN,-1,2011-04-18 13:02:00,1.65,13098,United Kingdom,True,True,True,False,False,False,False
C550455,22382,LUNCH BAG SPACEBOY DESIGN,-1,2011-04-18 13:02:00,1.65,13098,United Kingdom,True,True,True,False,False,False,False
C550456,48185,DOORMAT FAIRY CAKE,-670,2011-04-18 13:08:00,6.75,15749,United Kingdom,True,True,True,False,False,False,False
C550456,47566B,TEA TIME PARTY BUNTING,-1300,2011-04-18 13:08:00,2.55,15749,United Kingdom,True,True,True,False,False,False,False
C550456,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1930,2011-04-18 13:08:00,2.55,15749,United Kingdom,True,True,True,False,False,False,False
C550456,21175,GIN + TONIC DIET METAL SIGN,-2000,2011-04-18 13:08:00,1.85,15749,United Kingdom,True,True,True,False,False,False,False
C550456,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,-3114,2011-04-18 13:08:00,2.1,15749,United Kingdom,True,True,True,False,False,False,False
C550463,22382,LUNCH BAG SPACEBOY DESIGN,-1,2011-04-18 13:28:00,1.65,13157,United Kingdom,True,True,True,False,False,False,False
C550463,23176,ABC TREASURE BOOK BOX,-8,2011-04-18 13:28:00,2.25,13157,United Kingdom,True,True,True,False,False,False,False
C550466,22064,PINK DOUGHNUT TRINKET POT,-2,2011-04-18 13:34:00,1.65,14032,United Kingdom,True,True,True,False,False,False,False
C550472,22303,COFFEE MUG APPLES DESIGN,-2,2011-04-18 13:52:00,2.55,18009,United Kingdom,True,True,True,False,False,False,False
C550475,37449,CERAMIC CAKE STAND + HANGING CAKES,-7,2011-04-18 13:59:00,8.5,13798,United Kingdom,True,True,True,False,False,False,False
